Player Name,Player ID,Season,Team,LG,W,L,ERA,G,GS,CG,SHO,HLD,SV,SVO,IP,H,R,ER,HR,NP,HB,BB,IBB,SO,AVG,WHIP,GO/AO
Kevin Ginkel,656464,MLB Career,-,-,13,5,3.58,166,0,0,0,27,8,14,163.1,134,82,65,16,2826,5,70,3,177,.223,1.25,0.97
Zac Gallen,668678,MLB Career,-,-,39,31,3.21,115,115,2,2,0,0,0,667.1,534,254,238,73,10789,28,204,2,729,.217,1.11,0.96
Luis Frias,666818,MLB Career,-,-,2,1,6.14,47,0,0,0,5,0,1,51.1,55,35,35,4,963,3,39,0,43,.272,1.83,0.84
Slade Cecconi,677944,MLB Career,-,-,0,1,4.33,7,4,0,0,0,0,0,27.0,27,13,13,4,418,2,4,0,20,.260,1.15,0.81
Miguel Castro,612434,MLB Career,-,-,22,28,4.15,408,4,0,0,59,14,31,447.0,384,225,206,55,7491,22,230,19,402,.231,1.37,1.19
Justin Verlander,434378,MLB Career,-,-,257,141,3.24,509,509,26,9,0,0,0,3325.1,2793,1298,1197,340,54035,109,925,27,3342,.225,1.12,0.72
Framber Valdez,664285,MLB Career,-,-,53,34,3.40,129,107,6,3,0,0,0,712.1,601,302,269,59,10917,45,266,1,697,.228,1.22,2.49
Jose Urquidy,664353,MLB Career,-,-,27,16,3.98,79,70,0,0,0,1,1,405.0,366,181,179,67,6489,12,97,0,326,.238,1.14,0.64
Bennett Sousa,656986,MLB Career,-,-,3,0,7.06,32,0,0,0,5,1,2,29.1,31,24,23,4,505,1,12,1,22,.270,1.47,1.00
Ryan Pressly,519151,MLB Career,-,-,33,33,3.25,564,0,0,0,79,108,142,593.1,507,239,214,56,9110,11,172,14,635,.229,1.14,1.21
Oliver Ortega,661383,MLB Career,-,-,2,4,4.03,45,0,0,0,6,1,1,58.0,55,30,26,8,945,3,27,0,51,.252,1.41,1.07
Parker Mushinski,656786,MLB Career,-,-,0,0,4.91,21,0,0,0,2,0,0,22.0,24,12,12,5,366,5,7,0,23,.276,1.41,1.86
Rafael Montero,606160,MLB Career,-,-,21,26,4.71,280,30,0,0,45,30,44,424.0,432,240,222,49,7602,18,191,12,436,.266,1.47,1.11
Lance Mccullers Jr,621121,MLB Career,-,-,49,32,3.48,130,127,1,0,1,0,0,718.2,603,299,278,57,12004,38,296,4,800,.226,1.25,1.77
Seth Martinez,661527,MLB Career,-,-,3,4,4.15,67,0,0,0,5,1,1,84.2,76,44,39,8,1419,7,36,3,86,.236,1.32,0.81
Joel Kuhnel,669270,MLB Career,-,-,4,3,6.02,76,0,0,0,6,1,3,83.2,95,56,56,13,1352,6,24,2,71,.286,1.42,1.36
Cristian Javier,664299,MLB Career,-,-,30,17,3.57,109,75,0,0,6,2,4,466.1,335,191,185,69,8117,22,185,1,537,.198,1.12,0.39
Kendall Graveman,608665,MLB Career,-,-,37,43,3.95,280,80,3,1,56,24,40,652.0,650,312,286,77,10447,33,220,6,494,.260,1.33,1.45
Luis Garcia,677651,MLB Career,-,-,28,19,3.61,69,63,0,0,0,0,0,352.0,296,148,141,46,5638,6,112,1,364,.226,1.16,0.75
Matt Gage,657424,MLB Career,-,-,0,1,1.83,16,0,0,0,0,0,1,19.2,12,6,4,2,306,1,9,1,20,.188,1.07,1.33
J P France,641585,MLB Career,-,-,11,6,3.83,24,23,0,0,0,0,0,136.1,138,64,58,19,2202,2,47,0,101,.263,1.36,0.89
Shawn Dubin,681869,MLB Career,-,-,0,0,7.00,3,1,0,0,0,0,0,9.0,12,7,7,1,172,1,3,0,11,.324,1.67,0.67
Hunter Brown,686613,MLB Career,-,-,13,13,4.60,38,31,0,0,2,0,0,176.0,172,96,90,26,3029,9,62,0,200,.256,1.33,1.58
Ronel Blanco,669854,MLB Career,-,-,2,1,4.78,24,7,0,0,0,0,0,58.1,57,34,31,13,1025,3,32,0,59,.257,1.53,0.67
Brandon Bielak,656232,MLB Career,-,-,11,13,4.54,60,21,0,0,3,1,2,174.1,184,103,88,28,3046,13,78,0,146,.273,1.50,1.08
Bryan Abreu,650556,MLB Career,-,-,10,5,2.60,169,0,0,0,40,8,16,180.1,129,62,52,12,3141,12,85,0,240,.201,1.19,0.99
Amos Willingham,686294,MLB Career,-,-,0,2,6.66,18,0,0,0,0,0,0,24.1,35,18,18,8,461,1,9,2,15,.337,1.81,0.65
Trevor Williams,592866,MLB Career,-,-,44,54,4.48,189,148,1,1,1,1,3,859.2,908,467,428,132,14280,36,284,12,701,.271,1.39,0.92
Jordan Weems,607179,MLB Career,-,-,5,3,4.74,99,0,0,0,7,0,4,114.0,89,64,60,19,2014,4,53,7,126,.211,1.25,0.66
Thaddeus Ward,663658,MLB Career,-,-,0,0,6.37,26,0,0,0,0,0,0,35.1,29,26,25,7,681,2,28,1,30,.225,1.61,0.97
Mason Thompson,666168,MLB Career,-,-,6,8,4.53,106,0,0,0,17,2,9,103.1,113,58,52,10,1687,6,46,1,82,.280,1.54,1.36
Stephen Strasburg,544931,MLB Career,-,-,113,62,3.24,247,247,2,2,0,0,0,1470.0,1217,582,530,149,23399,53,394,20,1723,.223,1.10,1.14
Jackson Rutledge,671131,MLB Career,-,-,1,1,6.75,4,4,0,0,0,0,0,20.0,24,15,15,4,346,2,6,0,12,.304,1.50,0.42
Tanner Rainey,663432,MLB Career,-,-,5,10,5.40,148,0,0,0,29,15,26,138.1,109,90,83,25,2592,8,96,5,192,.214,1.48,0.65
Joe La Sorsa,686747,MLB Career,-,-,1,0,4.41,25,0,0,0,2,0,0,32.2,32,16,16,3,540,6,9,0,28,.246,1.26,1.00
Jake Irvin,663623,MLB Career,-,-,3,7,4.61,24,24,0,0,0,0,0,121.0,118,66,62,20,2147,8,54,0,99,.255,1.42,0.81
Hunter Harvey,640451,MLB Career,-,-,7,7,2.84,121,0,0,0,32,10,17,123.2,96,44,39,12,2045,3,34,1,135,.215,1.05,0.86
Josiah Gray,680686,MLB Career,-,-,17,25,4.64,72,71,0,0,0,0,0,378.1,351,200,195,79,6622,19,179,5,373,.244,1.40,0.66
Mackenzie Gore,669022,MLB Career,-,-,11,14,4.45,43,40,0,0,1,0,0,206.1,200,106,102,34,3720,5,94,0,223,.255,1.42,0.82
Robert Garcia,676395,MLB Career,-,-,2,2,3.66,25,0,0,0,5,0,0,32.0,26,16,13,3,522,0,12,2,33,.234,1.19,1.39
Kyle Finnegan,640448,MLB Career,-,-,19,18,3.53,226,0,0,0,39,50,67,226.2,205,110,89,31,3787,4,93,11,228,.241,1.31,1.20
Jose A Ferrer,678606,MLB Career,-,-,3,0,5.03,39,0,0,0,5,0,2,34.0,37,19,19,4,559,1,13,2,25,.289,1.47,2.14
Patrick Corbin,571578,MLB Career,-,-,97,118,4.40,310,292,6,2,2,2,2,1717.2,1810,909,840,238,27360,45,525,22,1590,.269,1.36,1.31
Cade Cavalli,676917,MLB Career,-,-,0,1,14.54,1,1,0,0,0,0,0,4.1,6,7,7,0,99,3,2,0,6,.333,1.85,1.00
Joan Adon,672851,MLB Career,-,-,3,16,6.66,27,25,0,0,0,0,0,121.2,142,92,90,17,2222,10,66,4,112,.288,1.71,1.18
Mitch White,669952,MLB Career,-,-,3,11,4.96,58,22,0,0,0,0,3,161.1,164,101,89,17,2774,3,60,1,142,.257,1.39,0.88
Erik Swanson,657024,MLB Career,-,-,8,14,3.78,195,11,0,0,50,10,17,221.1,186,104,93,36,3623,6,55,3,241,.225,1.09,0.68
Jordan Romano,605447,MLB Career,-,-,19,15,2.67,216,0,0,0,20,97,109,216.0,158,72,64,23,3483,11,84,9,272,.199,1.12,0.97
Trevor Richards,670950,MLB Career,-,-,22,26,4.49,235,59,0,0,26,1,9,494.2,452,260,247,74,8674,13,213,16,549,.242,1.34,0.66
Zach Pop,647315,MLB Career,-,-,6,1,3.94,100,0,0,0,7,0,1,107.1,106,53,47,9,1671,10,34,2,90,.256,1.30,1.52
Nate Pearson,663878,MLB Career,-,-,7,3,5.00,52,5,0,0,3,1,3,75.2,64,48,42,14,1362,3,43,3,79,.225,1.41,0.53
Wes Parsons,641149,MLB Career,-,-,1,4,7.01,34,1,0,0,2,0,0,43.2,48,37,34,9,808,3,35,3,32,.296,1.90,1.15
Tim Mayza,641835,MLB Career,-,-,20,7,3.47,317,0,0,0,79,4,14,259.0,234,107,100,28,4251,7,84,11,276,.240,1.23,1.84
Alek Manoah,666201,MLB Career,-,-,28,18,3.32,70,70,0,0,0,0,0,395.2,314,160,146,43,6483,40,150,1,386,.215,1.17,0.73
Brendon Little,663893,MLB Career,-,-,0,1,40.50,1,0,0,0,0,0,1,0.2,2,3,3,1,22,1,1,0,0,.500,4.50,1.00
Yusei Kikuchi,579328,MLB Career,-,-,32,37,4.71,134,122,1,1,0,1,2,634.0,639,363,332,116,10739,24,238,0,631,.260,1.38,1.16
Chad Green,643338,MLB Career,-,-,36,22,3.23,284,24,0,0,55,11,27,395.2,308,158,142,56,6721,10,100,7,510,.213,1.03,0.57
Kevin Gausman,592332,MLB Career,-,-,88,91,3.84,298,259,1,0,5,0,2,1537.0,1515,701,656,192,25597,33,429,9,1603,.256,1.26,0.95
Yimi Garcia,554340,MLB Career,-,-,19,29,3.61,375,1,0,0,70,21,44,359.1,301,169,144,54,5813,22,84,13,382,.224,1.07,0.70
Bowden Francis,670102,MLB Career,-,-,1,0,1.70,21,0,0,0,1,1,1,37.0,23,7,7,5,548,1,8,0,36,.178,0.84,0.65
Hagen Danner,668470,MLB Career,-,-,0,0,0.00,1,0,0,0,0,0,0,0.1,0,0,0,0,7,0,0,0,0,.000,0.00,0.00
Genesis Cabrera,650893,MLB Career,-,-,14,11,3.97,203,2,0,0,57,3,10,213.0,173,108,94,24,3646,17,107,8,218,.219,1.31,0.90
Jose Berrios,621244,MLB Career,-,-,83,66,4.15,212,211,4,1,0,0,0,1213.1,1146,600,559,162,19535,78,363,4,1190,.247,1.24,0.90
Chris Bassitt,605135,MLB Career,-,-,62,42,3.49,169,156,2,2,0,0,0,937.1,830,388,363,103,15039,67,287,4,857,.235,1.19,1.00
Zack Wheeler,554430,MLB Career,-,-,87,63,3.45,227,227,4,3,0,0,0,1378.2,1229,573,528,127,22436,60,405,14,1401,.237,1.19,1.15
Taijuan Walker,592836,MLB Career,-,-,69,56,3.97,198,194,3,1,0,0,0,1070.2,972,524,472,141,17549,51,355,13,944,.240,1.24,1.01
Ranger Suarez,624133,MLB Career,-,-,29,21,3.41,134,66,1,1,7,4,10,454.0,434,194,172,42,7283,11,161,6,409,.251,1.31,1.60
Matt Strahm,621381,MLB Career,-,-,26,33,3.69,263,35,0,0,53,6,17,392.1,338,173,161,53,6441,27,119,10,433,.230,1.16,0.73
Gregory Soto,642397,MLB Career,-,-,11,24,4.25,255,7,0,0,39,53,62,265.0,232,146,125,26,4703,12,142,4,275,.233,1.41,1.08
Cristopher Sanchez,650911,MLB Career,-,-,6,7,4.14,41,22,0,0,2,1,1,152.0,142,77,70,22,2333,7,40,1,144,.244,1.20,1.99
Luis F Ortiz,656814,MLB Career,-,-,0,2,4.32,23,2,0,0,0,1,1,33.1,39,18,16,3,563,0,16,0,25,.298,1.65,1.16
Aaron Nola,605400,MLB Career,-,-,90,71,3.72,235,235,5,3,0,0,0,1422.0,1234,620,588,169,22367,49,371,16,1582,.231,1.13,1.22
Nick Nelson,656793,MLB Career,-,-,5,4,5.20,70,4,0,0,4,1,2,109.0,103,68,63,6,1985,7,65,0,112,.251,1.54,0.90
Mckinley Moore,686842,MLB Career,-,-,0,0,18.90,3,0,0,0,0,0,0,3.1,5,7,7,1,86,2,5,0,2,.357,3.00,1.33
Yunior Marte,628708,MLB Career,-,-,2,2,5.26,79,0,0,0,4,2,5,87.1,94,59,51,11,1556,7,39,0,82,.271,1.52,1.26
Orion Kerkering,689147,MLB Career,-,-,1,0,3.00,3,0,0,0,1,0,0,3.0,3,1,1,0,60,0,2,0,6,.250,1.67,3.00
Jeff Hoffman,656546,MLB Career,-,-,20,23,5.26,188,50,0,0,15,2,5,400.2,406,257,234,66,7079,20,194,11,390,.262,1.50,0.84
Seranthony Dominguez,622554,MLB Career,-,-,16,15,3.31,192,0,0,0,52,27,42,184.2,140,75,68,18,3091,12,78,3,213,.206,1.18,1.17
Dylan Covey,592229,MLB Career,-,-,7,32,6.18,100,46,0,0,2,0,3,307.1,353,228,211,52,5181,8,133,8,214,.288,1.58,1.55
Connor Brogdon,641401,MLB Career,-,-,10,7,3.55,139,2,0,0,20,3,9,142.0,125,62,56,20,2361,3,47,3,143,.233,1.21,0.74
Andrew Bellatti,571479,MLB Career,-,-,8,5,3.83,106,1,0,0,14,2,3,105.2,94,52,45,13,1848,2,49,1,125,.236,1.35,0.60
Jose Alvarado,621237,MLB Career,-,-,13,20,3.30,314,1,0,0,97,32,45,280.2,214,124,103,16,4949,11,160,18,374,.208,1.33,1.68
Jeffrey Springs,605488,MLB Career,-,-,21,10,3.40,138,30,0,0,14,2,6,280.2,253,119,106,37,4743,3,93,3,322,.237,1.23,0.70
Manuel Rodriguez,655889,MLB Career,-,-,5,3,4.88,34,0,0,0,3,5,8,31.1,28,24,17,4,503,1,21,1,24,.237,1.56,1.75
Drew Rasmussen,656876,MLB Career,-,-,20,10,2.97,83,46,0,0,1,1,1,282.0,231,101,93,23,4417,4,76,2,266,.220,1.09,1.21
Colin Poche,621363,MLB Career,-,-,21,10,3.58,182,0,0,0,61,10,27,171.0,121,74,68,24,2771,7,65,2,197,.196,1.09,0.47
Shane Mcclanahan,663556,MLB Career,-,-,33,16,3.02,74,74,0,0,0,0,0,404.2,331,143,136,48,6238,5,116,1,456,.221,1.10,1.16
Jacob Lopez,682052,MLB Career,-,-,1,0,4.38,4,1,0,0,0,1,1,12.1,14,7,6,0,193,2,2,0,8,.280,1.30,0.75
Zack Littell,641793,MLB Career,-,-,16,11,4.09,173,18,0,0,13,3,8,259.2,259,128,118,40,4176,12,72,3,225,.258,1.27,0.98
Andrew Kittredge,552640,MLB Career,-,-,18,7,3.65,181,15,0,0,15,15,19,214.2,208,97,87,28,3219,7,56,11,206,.252,1.23,1.38
Kevin Kelly,687330,MLB Career,-,-,5,2,3.09,57,0,0,0,12,1,2,67.0,53,27,23,2,1066,10,15,1,56,.211,1.01,1.25
Tyler Glasnow,607192,MLB Career,-,-,30,27,3.89,127,88,0,0,5,0,0,529.2,427,247,229,69,8728,10,212,5,678,.218,1.21,1.18
Pete Fairbanks,664126,MLB Career,-,-,13,16,3.21,168,2,0,0,32,40,49,159.2,127,68,57,13,2737,7,68,1,229,.213,1.22,1.00
Zach Eflin,621107,MLB Career,-,-,52,53,4.28,158,146,5,3,2,1,1,837.0,852,431,398,122,12922,27,184,14,738,.262,1.24,1.04
Garrett Cleavinger,664076,MLB Career,-,-,4,5,3.52,55,1,0,0,1,0,4,53.2,42,29,21,9,924,3,25,1,68,.214,1.25,1.05
Aaron Civale,650644,MLB Career,-,-,31,26,3.92,86,86,1,0,0,0,0,475.1,436,218,207,64,7570,20,118,1,428,.244,1.17,0.99
Taj Bradley,671737,MLB Career,-,-,5,8,5.59,23,21,0,0,0,0,0,104.2,106,69,65,23,1821,1,39,0,129,.255,1.39,0.64
Shane Baz,669358,MLB Career,-,-,3,2,4.02,9,9,0,0,0,0,0,40.1,33,18,18,8,642,1,12,0,48,.216,1.12,0.89
Shawn Armstrong,542888,MLB Career,-,-,8,5,3.98,242,9,0,0,24,7,18,280.2,262,135,124,36,4864,19,95,6,294,.243,1.27,0.75
Tyler Alexander,641302,MLB Career,-,-,11,23,4.38,120,43,0,0,6,0,0,341.1,365,176,166,59,5427,13,74,1,273,.272,1.29,0.69
Jason Adam,592094,MLB Career,-,-,12,9,3.21,202,0,0,0,41,20,33,196.0,130,77,70,25,3294,24,76,4,239,.188,1.05,0.73
Josh Walker,677020,MLB Career,-,-,0,1,8.10,14,0,0,0,1,0,0,10.0,12,11,9,2,219,0,6,0,12,.286,1.80,0.29
Drew Smith,622098,MLB Career,-,-,11,12,3.53,172,1,0,0,33,3,9,178.2,156,78,70,27,3017,9,68,5,179,.236,1.25,0.59
Kodai Senga,673540,MLB Career,-,-,12,7,2.98,29,29,0,0,0,0,0,166.1,126,60,55,17,2795,5,77,0,202,.208,1.22,1.01
Sean Reid Foley,656887,MLB Career,-,-,7,10,4.58,48,13,0,0,3,0,0,110.0,100,70,56,15,2112,4,70,3,126,.236,1.55,0.79
Brooks Raley,548384,MLB Career,-,-,5,10,4.17,219,5,0,0,66,12,21,215.2,181,112,100,25,3681,21,81,3,244,.223,1.21,1.03
Jose Quintana,500779,MLB Career,-,-,92,93,3.74,328,302,2,2,6,0,0,1799.1,1773,811,748,179,29789,42,528,23,1592,.257,1.28,1.05
David Peterson,656849,MLB Career,-,-,18,21,4.51,80,64,1,0,1,0,1,333.0,317,178,167,43,5789,21,151,1,363,.253,1.41,1.41
Tylor Megill,656731,MLB Career,-,-,17,16,4.72,58,52,1,0,0,0,0,263.1,275,149,138,44,4580,9,98,0,255,.268,1.42,0.99
Joey Lucchesi,664192,MLB Career,-,-,23,24,4.07,79,75,0,0,0,0,0,384.1,360,183,174,54,6266,11,129,2,381,.248,1.27,1.10
Grant Hartwig,701643,MLB Career,-,-,5,2,4.84,28,0,0,0,2,0,0,35.1,34,23,19,3,639,6,15,1,30,.250,1.39,1.61
Reed Garrett,657585,MLB Career,-,-,1,1,7.11,31,0,0,0,0,0,1,44.1,59,37,35,7,862,3,28,1,32,.326,1.96,0.94
Edwin Diaz,621242,MLB Career,-,-,16,29,2.93,404,0,0,0,21,205,237,399.1,283,139,130,43,6616,29,141,9,657,.195,1.06,0.79
Jose Butto,676130,MLB Career,-,-,1,4,4.70,10,8,0,0,0,0,0,46.0,42,24,24,5,831,0,25,0,43,.237,1.46,0.70
Phil Bickford,641360,MLB Career,-,-,11,8,4.43,179,0,0,0,21,2,6,180.2,152,96,89,27,3028,11,72,11,204,.226,1.24,0.63
Greg Weissert,669711,MLB Career,-,-,3,0,4.60,29,0,0,0,4,0,0,31.1,27,16,16,4,533,3,13,0,33,.229,1.28,0.90
Randy Vasquez,681190,MLB Career,-,-,2,2,2.87,11,5,0,0,0,0,0,37.2,30,12,12,5,669,4,18,0,33,.211,1.27,0.78
Clarke Schmidt,657376,MLB Career,-,-,14,15,4.36,67,37,0,0,4,2,3,229.1,233,127,111,30,3911,16,79,3,218,.261,1.36,0.99
Carlos Rodon,607074,MLB Career,-,-,59,54,3.83,166,161,3,1,0,0,1,911.2,796,419,388,106,15549,46,347,5,1011,.233,1.25,0.79
Nick Ramirez,598286,MLB Career,-,-,7,7,4.04,96,0,0,0,3,1,3,151.1,148,84,68,17,2481,3,55,6,127,.250,1.34,1.17
Ron Marinaccio,676760,MLB Career,-,-,5,5,3.05,85,0,0,0,13,2,6,91.1,57,36,31,8,1653,13,51,0,112,.180,1.18,0.70
Jonathan Loaisiga,642528,MLB Career,-,-,18,11,3.51,160,11,0,0,36,7,15,215.2,191,95,84,20,3567,10,71,3,204,.236,1.21,1.69
Matt Krook,640454,MLB Career,-,-,0,0,24.75,4,0,0,0,0,0,0,4.0,8,11,11,1,107,0,6,0,3,.400,3.50,1.50
Michael King,650633,MLB Career,-,-,13,17,3.38,115,19,0,0,27,7,13,247.2,212,103,93,24,3977,13,83,4,282,.228,1.19,1.00
Tommy Kahnle,592454,MLB Career,-,-,10,12,3.64,340,0,0,0,83,7,24,331.0,256,156,134,35,5659,9,154,8,406,.213,1.24,1.26
Clay Holmes,605280,MLB Career,-,-,21,17,3.84,244,4,0,0,25,44,56,274.1,226,132,117,16,4565,27,131,6,292,.221,1.30,3.02
Ian Hamilton,641656,MLB Career,-,-,4,4,3.10,54,3,0,0,6,2,3,72.2,58,28,25,5,1221,4,34,1,78,.221,1.27,1.48
Yoendrys Gomez,672782,MLB Career,-,-,0,0,0.00,1,0,0,0,0,0,0,2.0,1,0,0,0,30,1,0,0,4,.143,0.50,1.00
Luis Gil,661563,MLB Career,-,-,1,1,3.78,7,7,0,0,0,0,0,33.1,25,15,14,4,615,1,21,0,43,.198,1.38,0.45
Scott Effross,664123,MLB Career,-,-,3,5,2.78,74,1,0,0,19,4,7,71.1,58,29,22,5,1037,4,16,3,80,.221,1.04,1.00
Nestor Cortes,641482,MLB Career,-,-,24,11,3.82,104,56,1,1,2,0,1,393.2,339,174,167,65,6631,10,121,1,413,.229,1.17,0.53
Gerrit Cole,543037,MLB Career,-,-,145,75,3.17,300,300,8,5,0,0,0,1859.0,1549,702,654,206,29744,55,471,6,2152,.225,1.09,1.03
Jhony Brito,666745,MLB Career,-,-,9,7,4.28,25,13,0,0,1,1,1,90.1,82,47,43,14,1445,4,28,0,72,.244,1.22,0.96
Ryan Weathers,677960,MLB Career,-,-,5,15,5.88,46,31,0,0,1,1,2,156.0,175,105,102,32,2779,4,63,1,118,.291,1.53,0.91
George Soriano,666277,MLB Career,-,-,0,0,3.81,26,1,0,0,0,1,2,52.0,46,26,22,6,883,5,23,1,52,.234,1.33,1.04
Tanner Scott,656945,MLB Career,-,-,22,18,4.00,311,0,0,0,56,33,51,296.2,253,147,132,25,5315,20,166,8,402,.229,1.41,1.41
Sixto Sanchez,664350,MLB Career,-,-,3,2,3.46,7,7,1,0,0,0,0,39.0,36,15,15,3,559,2,11,1,33,.250,1.21,1.71
Trevor Rogers,669432,MLB Career,-,-,13,23,4.12,59,59,0,0,0,0,0,286.0,271,144,131,28,5007,15,110,2,321,.247,1.33,0.94
A J Puk,640462,MLB Career,-,-,13,11,3.72,142,0,0,0,24,19,36,147.2,135,69,61,19,2467,13,47,5,183,.238,1.23,1.00
Eury Perez,691587,MLB Career,-,-,5,6,3.15,19,19,0,0,0,0,0,91.1,72,35,32,15,1534,2,31,0,108,.214,1.13,0.44
Steven Okert,595345,MLB Career,-,-,12,9,3.70,228,2,0,0,46,0,8,194.1,148,86,80,27,3374,16,80,7,220,.211,1.17,0.53
Andrew Nardi,677053,MLB Career,-,-,9,2,4.13,76,0,0,0,18,3,4,72.0,70,35,33,12,1332,4,35,2,97,.250,1.46,0.87
Max Meyer,676974,MLB Career,-,-,0,1,7.50,2,2,0,0,0,0,0,6.0,7,5,5,2,89,0,2,0,6,.292,1.50,1.75
Jesus Luzardo,666200,MLB Career,-,-,23,28,4.18,93,77,0,0,3,2,2,445.1,400,221,207,62,7470,16,158,3,501,.238,1.25,0.92
Bryan Hoeing,663773,MLB Career,-,-,3,4,6.48,41,8,0,0,2,0,0,83.1,90,62,60,18,1392,2,30,2,59,.274,1.44,1.36
Braxton Garrett,666129,MLB Career,-,-,14,17,3.86,58,56,0,0,0,0,0,289.1,290,132,124,35,4656,23,78,1,286,.260,1.27,1.27
Calvin Faucher,676534,MLB Career,-,-,3,4,6.32,39,4,0,0,3,1,2,47.0,57,36,33,8,947,2,22,0,46,.289,1.68,1.00
Jt Chargois,608638,MLB Career,-,-,13,6,3.55,208,8,0,0,31,1,13,195.0,161,81,77,19,3074,13,75,9,190,.231,1.21,1.47
Edward Cabrera,665795,MLB Career,-,-,13,14,4.01,43,41,0,0,0,0,0,197.2,146,92,88,27,3499,17,118,0,221,.206,1.34,1.26
Huascar Brazoban,623211,MLB Career,-,-,6,3,3.77,77,0,0,0,17,0,4,90.2,79,41,38,8,1643,6,52,3,105,.236,1.44,1.40
Anthony Bender,669622,MLB Career,-,-,4,5,2.90,82,1,0,0,15,9,13,80.2,62,29,26,8,1247,7,28,3,88,.218,1.12,1.46
Sandy Alcantara,645261,MLB Career,-,-,41,55,3.32,146,138,12,4,0,0,0,900.2,769,378,332,91,13539,35,273,8,789,.231,1.16,1.37
Josh Winckowski,670174,MLB Career,-,-,9,11,4.25,75,15,0,0,19,3,7,154.2,174,81,73,19,2577,5,58,3,126,.282,1.50,1.46
Garrett Whitlock,676477,MLB Career,-,-,17,11,3.51,99,19,0,0,21,9,15,223.1,211,97,87,29,3511,7,45,2,235,.247,1.15,1.18
Zack Weiss,592848,MLB Career,-,-,1,1,4.61,25,0,0,0,2,0,0,27.1,18,16,14,8,450,2,15,2,33,.184,1.21,0.61
Brandon Walter,687888,MLB Career,-,-,0,0,6.26,9,0,0,0,0,1,1,23.0,32,17,16,3,365,1,7,0,16,.327,1.70,0.67
John Schreiber,670167,MLB Career,-,-,8,6,3.58,139,2,0,0,34,9,16,143.1,125,62,57,14,2430,10,53,3,165,.234,1.24,1.00
Chris Sale,519242,MLB Career,-,-,120,80,3.10,343,263,16,3,18,12,15,1780.2,1449,664,614,193,28198,111,416,15,2189,.220,1.05,0.97
Nick Robertson,687798,MLB Career,-,-,0,1,6.04,18,1,0,0,1,0,1,22.1,30,19,15,3,392,0,9,2,26,.316,1.75,1.22
Nick Pivetta,601713,MLB Career,-,-,50,59,4.86,196,152,2,0,4,3,4,883.2,850,498,477,147,15404,30,341,5,967,.252,1.35,0.87
Chris Murphy,669684,MLB Career,-,-,1,2,4.91,20,0,0,0,0,1,1,47.2,50,27,26,5,870,1,17,0,49,.263,1.41,1.21
Chris Martin,455119,MLB Career,-,-,13,17,3.36,324,0,0,0,91,12,24,302.1,300,118,113,31,4737,9,42,9,307,.256,1.13,1.22
Mauricio Llovera,661440,MLB Career,-,-,3,3,5.80,54,1,0,0,1,0,2,59.0,65,44,38,10,1113,6,28,4,57,.270,1.58,0.92
Zack Kelly,677161,MLB Career,-,-,1,0,3.91,21,0,0,0,1,0,0,23.0,21,10,10,2,403,2,12,0,17,.244,1.43,1.23
Kenley Jansen,445276,MLB Career,-,-,45,34,2.52,817,0,0,0,39,420,476,813.2,535,246,228,76,13086,30,243,16,1159,.182,0.96,0.59
Joe Jacques,682175,MLB Career,-,-,2,1,5.06,23,1,0,0,0,1,1,26.2,32,17,15,2,436,6,10,2,20,.308,1.58,2.38
Tanner Houck,656557,MLB Career,-,-,15,19,3.86,74,41,0,0,2,9,10,252.0,216,117,108,22,4072,19,93,4,263,.231,1.23,1.32
Kutter Crawford,676710,MLB Career,-,-,9,15,4.74,53,36,0,0,2,0,0,208.2,193,113,110,30,3452,7,67,1,214,.243,1.25,0.58
Isaiah Campbell,663462,MLB Career,-,-,4,1,2.83,27,0,0,0,2,1,1,28.2,22,9,9,2,478,1,13,1,33,.210,1.22,0.89
Brennan Bernardino,657514,MLB Career,-,-,2,2,3.23,57,6,0,0,4,0,0,53.0,51,22,19,4,906,6,20,2,58,.252,1.34,1.29
Brayan Bello,678394,MLB Career,-,-,14,19,4.37,41,39,1,0,0,0,0,214.1,240,111,104,25,3615,8,72,1,187,.283,1.46,1.75
Huascar Ynoa,660623,MLB Career,-,-,4,8,5.22,31,24,0,0,0,0,0,122.1,116,72,71,19,2090,6,45,2,128,.247,1.32,1.45
Allan Winans,642216,MLB Career,-,-,1,2,5.29,6,6,0,0,0,0,0,32.1,37,19,19,5,534,2,8,1,34,.287,1.39,0.94
Darius Vines,670241,MLB Career,-,-,1,0,3.98,5,2,0,0,1,0,0,20.1,15,10,9,3,308,1,7,0,14,.203,1.08,0.88
Spencer Strider,675911,MLB Career,-,-,32,10,3.37,65,52,0,0,2,0,1,320.2,234,128,120,30,5415,12,104,2,483,.198,1.05,0.74
Aj Smith Shawver,700363,MLB Career,-,-,1,0,4.26,6,5,0,0,0,0,0,25.1,17,14,12,7,454,1,11,0,20,.183,1.11,0.70
Charlie Morton,450203,MLB Career,-,-,130,113,4.00,353,352,3,2,0,0,0,1960.1,1837,960,871,180,32014,168,722,24,1880,.248,1.31,1.51
A J Minter,621345,MLB Career,-,-,19,25,3.35,345,0,0,0,105,35,52,314.1,270,130,117,21,5327,7,112,10,387,.231,1.22,0.80
Tyler Matzek,554431,MLB Career,-,-,16,21,3.50,157,24,1,1,33,1,4,275.1,230,112,107,18,4424,12,139,8,262,.229,1.34,0.99
