Player Name,Player ID,Season,Team,LG,G,AB,R,H,TB,2B,3B,HR,RBI,BB,IBB,SO,SB,CS,AVG,OBP,SLG,OPS,GO/AO
Yordan Alvarez,670541,MLB Career,-,-,482,1738,324,513,1022,114,4,129,380,249,21,438,2,1,.295,.390,.588,.978,0.95
Jon Singleton,572138,MLB Career,-,-,150,448,59,76,142,18,0,16,62,73,1,174,3,3,.170,.286,.317,.603,0.73
Jeremy Pena,665161,MLB Career,-,-,286,1098,153,284,442,52,5,32,115,65,1,264,24,11,.259,.307,.403,.710,1.34
Grae Kessinger,666197,MLB Career,-,-,26,40,3,8,13,2,0,1,1,5,0,12,0,1,.200,.289,.325,.614,0.82
David Hensley,682073,MLB Career,-,-,46,113,19,20,31,3,1,2,8,15,0,41,1,0,.177,.273,.274,.547,1.48
Mauricio Dubon,643289,MLB Career,-,-,394,1148,160,296,441,53,4,28,120,61,2,197,16,10,.258,.296,.384,.680,0.87
Alex Bregman,608324,MLB Career,-,-,966,3576,615,981,1743,235,16,165,588,532,13,560,39,13,.274,.373,.487,.860,0.65
Jose Altuve,514888,MLB Career,-,-,1668,6665,1062,2047,3136,400,31,209,747,553,43,911,293,83,.307,.364,.471,.835,1.08
Jose Abreu,547989,MLB Career,-,-,1411,5494,759,1573,2716,326,17,261,953,428,57,1218,11,6,.286,.348,.494,.842,1.13
Cesar Salazar,663967,MLB Career,-,-,13,18,1,2,2,0,0,0,0,1,0,6,0,0,.111,.158,.111,.269,0.67
Yainer Diaz,673237,MLB Career,-,-,110,363,51,101,193,23,0,23,61,12,0,76,0,0,.278,.306,.532,.838,1.16
Joey Meneses,608841,MLB Career,-,-,210,833,104,240,370,50,1,26,123,53,2,182,1,0,.288,.333,.444,.777,1.17
Jacob Young,696285,MLB Career,-,-,33,107,9,27,36,7,1,0,12,10,0,22,13,0,.252,.322,.336,.658,1.44
Lane Thomas,657041,MLB Career,-,-,432,1426,209,357,623,79,8,57,180,122,1,392,35,13,.250,.314,.437,.751,0.99
Victor Robles,645302,MLB Career,-,-,516,1585,210,377,570,78,11,31,154,109,6,418,66,24,.238,.312,.360,.672,0.90
Stone Garrett,656448,MLB Career,-,-,116,310,53,84,148,25,0,13,50,29,0,109,6,2,.271,.335,.477,.812,0.50
Alex Call,669743,MLB Career,-,-,175,489,61,102,162,17,2,13,51,68,0,108,12,11,.209,.314,.331,.645,0.71
Ildemaro Vargas,545121,MLB Career,-,-,325,832,95,205,305,40,6,16,96,45,1,101,7,2,.246,.287,.367,.654,1.43
Carter Kieboom,666198,MLB Career,-,-,133,442,57,88,133,9,0,12,42,52,3,138,0,1,.199,.297,.301,.598,1.09
Luis Garcia,671277,MLB Career,-,-,325,1177,137,312,465,65,8,24,133,54,3,216,13,11,.265,.295,.395,.690,1.78
Jeter Downs,669023,MLB Career,-,-,20,44,8,8,12,1,0,1,5,5,0,22,2,0,.182,.260,.273,.533,0.50
Jake Alu,666906,MLB Career,-,-,51,159,14,36,46,2,1,2,16,10,0,42,5,1,.226,.282,.289,.571,1.55
Cj Abrams,682928,MLB Career,-,-,241,847,116,208,324,40,8,20,85,37,2,168,54,8,.246,.293,.383,.676,1.01
Keibert Ruiz,660688,MLB Career,-,-,279,1013,99,261,397,49,0,29,119,67,1,120,7,2,.258,.311,.392,.703,0.81
Israel Pineda,672832,MLB Career,-,-,4,13,1,1,1,0,0,0,0,1,0,7,0,0,.077,.143,.077,.220,1.50
Drew Millas,686452,MLB Career,-,-,11,28,1,8,13,2,0,1,6,4,0,5,0,0,.286,.375,.464,.839,1.67
Riley Adams,656180,MLB Career,-,-,139,384,35,86,150,25,3,11,41,38,0,131,0,1,.224,.308,.391,.699,0.84
Daulton Varsho,662139,MLB Career,-,-,441,1443,201,330,601,68,10,61,182,133,3,380,41,14,.229,.298,.416,.714,0.72
George Springer,543807,MLB Career,-,-,1160,4512,802,1206,2173,203,19,242,656,547,11,1089,86,39,.267,.354,.482,.836,1.08
Nathan Lukes,664770,MLB Career,-,-,29,26,4,5,8,1,1,0,2,4,0,9,0,0,.192,.290,.308,.598,0.44
Davis Schneider,676914,MLB Career,-,-,35,116,23,32,70,12,1,8,20,21,0,43,1,0,.276,.404,.603,1.007,0.41
Otto Lopez,672640,MLB Career,-,-,9,10,0,6,6,0,0,0,3,1,0,2,0,1,.600,.636,.600,1.236,0.00
Spencer Horwitz,687462,MLB Career,-,-,15,39,5,10,15,2,0,1,7,4,0,12,0,0,.256,.341,.385,.726,2.40
Vladimir Guerrero Jr,665489,MLB Career,-,-,660,2529,377,706,1239,133,5,130,404,277,19,455,18,8,.279,.355,.490,.845,1.23
Santiago Espinal,669289,MLB Career,-,-,347,961,123,262,353,56,1,11,99,80,2,150,15,8,.273,.331,.367,.698,0.91
Ernie Clement,676391,MLB Career,-,-,140,334,42,77,100,9,1,4,25,19,0,49,1,2,.231,.279,.299,.578,0.85
Cavan Biggio,624415,MLB Career,-,-,446,1370,231,314,533,73,4,46,167,227,2,435,30,3,.229,.345,.389,.734,0.69
Bo Bichette,666182,MLB Career,-,-,528,2182,331,653,1062,130,6,89,312,127,1,484,51,17,.299,.340,.487,.827,1.25
Alejandro Kirk,672386,MLB Career,-,-,331,1031,116,276,414,45,0,31,133,125,3,129,0,0,.268,.352,.402,.754,1.12
Danny Jansen,643376,MLB Career,-,-,409,1215,175,272,528,59,1,65,196,126,3,277,1,1,.224,.308,.435,.743,0.64
Tyler Heineman,623168,MLB Career,-,-,104,248,25,54,70,11,1,1,15,20,0,35,3,0,.218,.297,.282,.579,0.66
Bryce Harper,547180,MLB Career,-,-,1508,5384,997,1513,2806,327,24,306,889,959,120,1395,133,46,.281,.391,.521,.912,1.01
Kyle Schwarber,656941,MLB Career,-,-,979,3367,579,763,1655,130,12,246,548,550,37,1133,22,14,.227,.340,.492,.832,0.86
Johan Rojas,679032,MLB Career,-,-,59,149,24,45,64,9,2,2,23,5,0,42,14,1,.302,.342,.430,.772,1.13
Cristian Pache,665506,MLB Career,-,-,163,392,36,68,107,15,3,6,33,27,0,124,4,5,.173,.230,.273,.503,1.61
Simon Muzziotti,665922,MLB Career,-,-,9,7,0,1,1,0,0,0,0,0,0,2,0,0,.143,.250,.143,.393,0.67
Brandon Marsh,669016,MLB Career,-,-,337,1064,134,276,432,55,13,25,131,107,3,393,26,7,.259,.330,.406,.736,1.07
Jake Cave,595909,MLB Career,-,-,400,1106,148,256,443,51,11,38,139,80,2,383,8,4,.231,.293,.401,.694,1.20
Nick Castellanos,592206,MLB Career,-,-,1379,5259,675,1451,2497,342,37,210,762,359,17,1345,32,20,.276,.324,.475,.799,0.82
Weston Wilson,642215,MLB Career,-,-,8,16,5,5,8,0,0,1,2,6,0,5,3,1,.313,.500,.500,1.000,2.00
Trea Turner,607208,MLB Career,-,-,1004,4063,688,1203,1961,226,41,150,510,313,10,823,260,42,.296,.349,.483,.832,0.96
Bryson Stott,681082,MLB Career,-,-,278,1012,136,264,398,51,4,25,111,75,1,189,43,7,.261,.314,.393,.707,1.01
Edmundo Sosa,624641,MLB Career,-,-,306,753,102,190,298,34,10,18,78,32,2,190,15,7,.252,.311,.396,.707,1.16
Darick Hall,669742,MLB Career,-,-,60,190,21,43,84,9,1,10,19,7,0,62,0,0,.226,.258,.442,.700,0.89
Kody Clemens,665019,MLB Career,-,-,106,256,28,49,87,11,0,9,30,16,0,73,1,0,.191,.240,.340,.580,0.79
Rodolfo Castro,666801,MLB Career,-,-,194,566,55,124,215,17,4,22,59,51,1,175,6,7,.219,.292,.380,.672,1.36
Alec Bohm,664761,MLB Career,-,-,456,1684,223,465,684,81,3,44,239,120,2,351,11,5,.276,.325,.406,.731,1.17
Garrett Stubbs,596117,MLB Career,-,-,142,296,45,65,100,13,2,6,34,29,0,73,5,1,.220,.293,.338,.631,1.05
J T Realmuto,592663,MLB Career,-,-,1140,4168,589,1136,1899,235,33,154,578,303,18,945,94,23,.273,.330,.456,.786,0.94
Rafael Marchan,665561,MLB Career,-,-,23,60,10,16,25,1,1,2,7,5,0,12,0,0,.267,.323,.417,.740,0.68
Harold Ramirez,623912,MLB Career,-,-,463,1573,193,455,659,84,6,36,218,74,3,300,13,11,.289,.329,.419,.748,1.38
Jose Siri,642350,MLB Career,-,-,226,685,121,153,297,26,5,36,89,41,0,255,29,6,.223,.273,.434,.707,0.89
Manuel Margot,622534,MLB Career,-,-,788,2612,315,667,1006,133,25,52,283,197,8,507,91,39,.255,.309,.385,.694,0.90
Josh Lowe,666139,MLB Career,-,-,189,648,95,177,296,45,4,22,96,47,3,190,36,3,.273,.323,.457,.780,0.79
Randy Arozarena,668227,MLB Career,-,-,487,1750,280,463,789,95,9,71,254,190,7,508,80,33,.265,.351,.451,.802,1.11
Taylor Walls,670764,MLB Career,-,-,295,862,118,163,262,40,4,17,84,119,0,261,36,6,.189,.289,.304,.593,0.74
Luke Raley,670042,MLB Career,-,-,173,484,68,113,211,26,3,22,57,37,1,177,14,3,.233,.319,.436,.755,0.89
Isaac Paredes,670623,MLB Career,-,-,311,995,133,228,436,47,1,53,154,120,1,206,1,1,.229,.326,.438,.764,0.72
Curtis Mead,678554,MLB Career,-,-,24,83,12,21,29,3,1,1,5,7,0,21,0,0,.253,.326,.349,.675,0.71
Brandon Lowe,664040,MLB Career,-,-,504,1765,280,433,854,88,9,105,305,211,4,556,25,2,.245,.334,.484,.818,0.76
Wander Franco,677551,MLB Career,-,-,265,1037,164,292,471,61,14,30,130,92,4,139,40,11,.282,.340,.454,.794,1.15
Yandy Diaz,650490,MLB Career,-,-,609,2149,337,624,941,124,5,61,276,302,9,371,8,7,.290,.381,.438,.819,1.32
Junior Caminero,691406,MLB Career,-,-,7,34,4,8,12,1,0,1,7,2,0,8,0,0,.235,.278,.353,.631,2.00
Osleivis Basabe,678545,MLB Career,-,-,31,87,15,19,27,5,0,1,12,6,0,25,0,1,.218,.277,.310,.587,1.69
Jonathan Aranda,666018,MLB Career,-,-,66,165,23,35,57,8,1,4,19,21,2,54,0,0,.212,.311,.345,.656,1.57
Rene Pinto,650907,MLB Career,-,-,64,183,15,43,73,6,0,8,26,4,0,69,0,0,.235,.255,.399,.654,0.78
Dj Stewart,621466,MLB Career,-,-,253,687,96,151,292,30,0,37,99,97,2,223,4,4,.220,.329,.425,.754,0.89
Brandon Nimmo,607043,MLB Career,-,-,760,2565,424,692,1147,136,29,87,281,397,5,675,26,17,.270,.380,.447,.827,1.05
Starling Marte,516782,MLB Career,-,-,1338,5123,794,1470,2279,264,52,147,593,293,17,1118,338,97,.287,.343,.445,.788,1.41
Mark Vientos,668901,MLB Career,-,-,81,254,22,52,90,6,1,10,25,15,0,83,1,0,.205,.255,.354,.609,1.37
Zack Short,670097,MLB Career,-,-,179,386,40,67,119,13,0,13,55,52,1,130,8,0,.174,.266,.308,.574,0.51
Jeff Mcneil,643446,MLB Career,-,-,672,2422,333,722,1062,146,13,56,269,177,6,307,29,9,.298,.361,.438,.799,0.84
Ronny Mauricio,677595,MLB Career,-,-,26,101,11,25,35,4,0,2,9,7,0,31,7,0,.248,.296,.347,.643,1.14
Francisco Lindor,596019,MLB Career,-,-,1223,4824,787,1323,2283,265,25,215,679,467,34,862,156,41,.274,.341,.473,.814,0.89
Brett Baty,683146,MLB Career,-,-,119,391,45,82,127,12,0,11,39,31,0,117,2,0,.210,.272,.325,.597,1.40
Pete Alonso,624413,MLB Career,-,-,684,2531,402,635,1336,111,7,192,498,288,38,650,14,2,.251,.342,.528,.870,0.82
Omar Narvaez,553882,MLB Career,-,-,649,1951,224,497,741,81,2,53,198,237,8,423,0,2,.255,.339,.380,.719,0.77
Francisco Alvarez,682626,MLB Career,-,-,128,394,54,82,173,13,0,26,64,36,0,114,2,0,.208,.284,.439,.723,1.09
Giancarlo Stanton,519317,MLB Career,-,-,1535,5608,858,1454,2967,285,11,402,1031,738,86,1820,42,15,.259,.349,.529,.878,1.03
Everson Pereira,677592,MLB Career,-,-,27,93,6,14,18,4,0,0,10,8,0,40,4,0,.151,.233,.194,.427,1.05
Aaron Judge,592450,MLB Career,-,-,835,3005,614,846,1762,137,4,257,572,560,48,1038,43,16,.282,.396,.586,.982,0.95
Estevan Florial,664314,MLB Career,-,-,48,115,12,24,34,5,1,1,11,15,0,41,6,0,.209,.313,.296,.609,1.04
Jasson Dominguez,691176,MLB Career,-,-,8,31,6,8,21,1,0,4,7,2,0,8,1,0,.258,.303,.677,.980,2.00
Oswaldo Cabrera,665828,MLB Career,-,-,159,452,56,101,155,19,1,11,48,40,1,116,11,2,.223,.288,.343,.631,0.86
Anthony Volpe,683011,MLB Career,-,-,159,541,62,113,207,23,4,21,60,52,0,167,24,5,.209,.283,.383,.666,0.94
Gleyber Torres,650402,MLB Career,-,-,734,2694,380,719,1224,128,4,123,378,268,9,610,49,21,.267,.334,.454,.788,0.74
Anthony Rizzo,519203,MLB Career,-,-,1635,5951,884,1567,2822,326,22,295,930,754,75,1143,72,44,.263,.364,.474,.838,0.88
Oswald Peraza,672724,MLB Career,-,-,70,222,23,48,68,11,0,3,16,19,0,59,6,3,.216,.298,.306,.604,1.21
Dj Lemahieu,518934,MLB Career,-,-,1561,5803,864,1697,2411,270,39,122,625,542,24,978,93,48,.292,.354,.415,.769,1.64
Austin Wells,669224,MLB Career,-,-,19,70,8,16,34,6,0,4,13,3,0,14,0,0,.229,.257,.486,.743,1.28
Jose Trevino,624431,MLB Career,-,-,326,981,105,236,357,47,1,24,113,41,1,184,3,2,.241,.272,.364,.636,1.03
Ben Rortvedt,666163,MLB Career,-,-,71,157,14,23,40,2,0,5,11,17,0,48,0,0,.146,.234,.255,.489,0.87
Kyle Higashioka,543309,MLB Career,-,-,314,858,94,180,338,38,0,40,121,51,0,244,0,1,.210,.253,.394,.647,0.62
Jesus Sanchez,660821,MLB Career,-,-,297,925,109,216,401,46,8,41,126,88,4,288,4,2,.234,.305,.434,.739,1.39
Dane Myers,667472,MLB Career,-,-,22,67,9,18,24,3,0,1,9,2,0,19,1,1,.269,.286,.358,.644,2.88
Avisail Garcia,541645,MLB Career,-,-,1086,3899,492,1026,1627,153,17,138,522,261,22,1025,51,32,.263,.317,.417,.734,1.40
Bryan De La Cruz,650559,MLB Career,-,-,326,1107,115,291,465,59,2,37,140,77,1,285,9,2,.263,.311,.420,.731,1.00
Jazz Chisholm Jr,665862,MLB Career,-,-,302,1085,167,266,490,43,11,53,155,86,0,348,59,18,.245,.304,.452,.756,1.10
Peyton Burdick,680814,MLB Career,-,-,46,125,12,25,46,6,0,5,13,11,0,53,2,0,.200,.281,.368,.649,0.47
Vidal Brujan,660644,MLB Career,-,-,99,249,30,39,55,7,0,3,24,17,0,66,9,7,.157,.218,.221,.439,1.04
Jordan Groshans,677954,MLB Career,-,-,17,61,9,16,19,0,0,1,2,4,0,13,0,0,.262,.308,.311,.619,1.00
Xavier Edwards,669364,MLB Career,-,-,30,78,12,23,26,3,0,0,3,3,0,14,5,0,.295,.329,.333,.662,1.15
Jake Burger,669394,MLB Career,-,-,207,698,96,175,350,40,3,43,109,46,1,220,1,1,.251,.309,.501,.810,1.01
Jon Berti,542932,MLB Career,-,-,436,1370,210,354,504,63,9,23,120,150,2,341,92,20,.258,.337,.368,.705,1.63
Josh Bell,605137,MLB Career,-,-,1002,3497,488,908,1584,186,17,152,542,469,31,754,4,13,.260,.347,.453,.800,1.37
Luis Arraez,650333,MLB Career,-,-,536,1987,287,647,848,107,11,24,201,172,15,165,11,10,.326,.379,.427,.806,0.96
Jacob Amaya,676070,MLB Career,-,-,4,9,1,2,2,0,0,0,2,0,0,1,1,0,.222,.222,.222,.444,5.00
Nick Fortes,663743,MLB Career,-,-,194,542,80,119,194,16,1,19,57,38,0,112,10,5,.220,.285,.358,.643,0.81
Masataka Yoshida,807799,MLB Career,-,-,140,537,71,155,239,33,3,15,72,34,0,81,8,0,.289,.338,.445,.783,1.81
Alex Verdugo,657077,MLB Career,-,-,651,2327,335,654,997,152,10,57,255,191,11,387,20,10,.281,.337,.428,.765,1.25
Rob Refsnyder,608701,MLB Career,-,-,378,891,127,217,305,45,2,13,84,114,4,224,17,7,.244,.336,.342,.678,1.06
Ceddanne Rafaela,678882,MLB Career,-,-,28,83,11,20,32,6,0,2,5,4,0,28,3,1,.241,.281,.386,.667,1.00
Jarren Duran,680776,MLB Career,-,-,193,643,86,166,270,51,7,13,67,42,1,193,33,4,.258,.309,.420,.729,1.15
Bobby Dalbec,666915,MLB Career,-,-,294,863,109,199,386,35,7,46,134,71,1,341,6,0,.231,.297,.447,.744,0.84
Wilyer Abreu,677800,MLB Career,-,-,28,76,10,24,36,6,0,2,14,9,0,23,3,1,.316,.388,.474,.862,0.71
Enmanuel Valdez,665839,MLB Career,-,-,49,139,17,37,63,8,0,6,19,8,0,37,5,1,.266,.311,.453,.764,0.91
Trevor Story,596115,MLB Career,-,-,882,3337,528,885,1681,211,27,177,530,307,16,1042,123,33,.265,.332,.504,.836,0.64
Pablo Reyes,622569,MLB Career,-,-,212,461,67,118,169,23,2,8,49,42,1,85,12,4,.256,.318,.367,.685,0.86
David Hamilton,666152,MLB Career,-,-,15,33,2,4,6,2,0,0,0,6,0,10,2,1,.121,.256,.182,.438,1.11
Rafael Devers,646240,MLB Career,-,-,842,3277,529,919,1670,221,7,172,555,291,44,747,29,18,.280,.343,.510,.853,1.06
Triston Casas,671213,MLB Career,-,-,159,505,77,128,241,22,2,29,77,89,2,149,1,0,.253,.365,.477,.842,0.93
Connor Wong,657136,MLB Career,-,-,159,432,66,100,165,29,3,10,44,28,0,157,8,2,.231,.288,.382,.670,0.99
Reese Mcguire,624512,MLB Career,-,-,302,803,83,208,302,51,2,13,64,47,0,191,4,1,.259,.303,.376,.679,1.18
Marcell Ozuna,542303,MLB Career,-,-,1307,4952,666,1331,2311,230,21,236,776,436,16,1176,28,14,.269,.329,.467,.796,0.98
Forrest Wall,657088,MLB Career,-,-,15,13,6,6,11,2,0,1,2,2,0,4,5,1,.462,.533,.846,1.379,0.50
Michael Harris Ii,671739,MLB Career,-,-,252,919,151,271,454,60,6,37,121,46,1,208,40,6,.295,.334,.494,.828,1.35
Ronald Acuna Jr,660670,MLB Career,-,-,673,2626,543,767,1409,137,11,161,402,341,17,666,180,46,.292,.381,.537,.918,1.00
Austin Riley,663586,MLB Career,-,-,609,2303,363,633,1173,122,8,134,373,200,11,665,5,4,.275,.341,.509,.850,0.81
Matt Olson,621566,MLB Career,-,-,899,3272,536,837,1707,172,4,230,615,451,39,892,8,2,.256,.351,.522,.873,0.83
Vaughn Grissom,687093,MLB Career,-,-,64,216,29,62,88,9,1,5,27,13,1,49,5,3,.287,.339,.407,.746,1.14
Orlando Arcia,606115,MLB Career,-,-,781,2500,282,617,947,106,7,70,288,190,15,547,41,16,.247,.300,.379,.679,1.33
Ozzie Albies,645277,MLB Career,-,-,772,3086,497,841,1477,183,30,131,455,225,10,576,76,19,.273,.325,.479,.804,0.71
Sean Murphy,669221,MLB Career,-,-,438,1469,214,352,648,91,2,67,215,175,2,389,1,0,.240,.336,.441,.777,0.97
Travis D Arnaud,518595,MLB Career,-,-,785,2725,334,680,1157,141,6,108,390,215,9,593,2,1,.250,.310,.425,.735,1.01
Kyle Stowers,669065,MLB Career,-,-,48,121,12,25,40,4,1,3,11,8,0,41,0,0,.207,.267,.331,.598,1.04
Anthony Santander,623993,MLB Career,-,-,591,2235,292,555,1026,130,4,111,333,168,5,515,8,7,.248,.307,.459,.766,0.61
Cedric Mullins,656775,MLB Career,-,-,546,1988,277,510,853,105,17,68,224,178,6,440,93,26,.257,.323,.429,.752,0.78
Ryan Mckenna,663630,MLB Career,-,-,284,447,66,99,142,23,1,6,43,44,1,169,8,1,.221,.299,.318,.617,0.89
Heston Kjerstad,677008,MLB Career,-,-,13,30,3,7,14,1,0,2,3,2,0,10,0,0,.233,.281,.467,.748,0.30
Sam Hilliard,656541,MLB Career,-,-,254,642,99,138,272,24,7,32,77,70,3,242,19,1,.215,.294,.424,.718,1.06
Austin Hays,669720,MLB Career,-,-,494,1793,251,470,783,108,8,63,228,117,1,416,15,11,.262,.314,.437,.751,0.93
Colton Cowser,681297,MLB Career,-,-,26,61,15,7,9,2,0,0,4,13,0,22,1,0,.115,.286,.148,.434,1.06
Jordan Westburg,676059,MLB Career,-,-,68,208,26,54,84,17,2,3,23,16,0,56,4,1,.260,.311,.404,.715,0.91
Ramon Urias,602104,MLB Career,-,-,329,1050,131,277,424,55,4,28,134,87,1,281,5,3,.264,.330,.404,.734,1.34
Joey Ortiz,687401,MLB Career,-,-,15,33,4,7,8,1,0,0,4,0,0,9,0,0,.212,.206,.242,.448,1.57
Ryan O Hearn,656811,MLB Career,-,-,454,1306,147,310,540,62,6,52,191,113,5,369,5,2,.237,.300,.413,.713,0.99
Ryan Mountcastle,663624,MLB Career,-,-,439,1638,215,431,748,77,3,78,265,132,4,452,11,6,.263,.319,.457,.776,0.77
Jorge Mateo,622761,MLB Career,-,-,377,1032,144,230,375,53,10,24,100,59,0,295,78,17,.223,.270,.363,.633,0.81
Gunnar Henderson,683002,MLB Career,-,-,184,676,112,173,325,36,10,32,100,72,2,193,11,4,.256,.329,.481,.810,1.19
Adley Rutschman,668939,MLB Career,-,-,267,986,154,264,433,66,2,33,122,157,6,187,5,2,.268,.369,.439,.808,0.92
James Mccann,543510,MLB Career,-,-,853,2828,290,683,1074,119,10,84,342,181,2,791,14,10,.242,.294,.380,.674,0.96
Jordan Walker,691023,MLB Career,-,-,117,420,51,116,187,19,2,16,51,37,0,104,7,4,.276,.342,.445,.787,1.00
Michael Siani,672279,MLB Career,-,-,17,29,2,4,4,0,0,0,0,1,0,8,1,2,.138,.167,.138,.305,0.42
Richie Palacios,680700,MLB Career,-,-,86,205,16,50,80,12,0,6,26,15,1,31,4,0,.244,.299,.390,.689,1.19
Tyler O Neill,641933,MLB Career,-,-,477,1464,239,363,670,67,3,78,217,136,0,491,40,9,.248,.318,.458,.776,0.75
Lars Nootbaar,663457,MLB Career,-,-,283,825,142,203,354,42,5,33,101,136,4,198,17,3,.246,.351,.429,.780,1.14
Dylan Carlson,666185,MLB Career,-,-,388,1303,173,316,514,76,10,34,150,136,3,330,11,4,.243,.322,.394,.716,0.96
Alec Burleson,676475,MLB Career,-,-,123,363,38,86,136,21,1,9,39,28,0,54,4,1,.237,.295,.375,.670,0.93
Jared Young,676724,MLB Career,-,-,22,62,10,13,27,2,3,2,8,6,0,20,3,0,.210,.290,.435,.725,1.07
Masyn Winn,691026,MLB Career,-,-,37,122,8,21,29,2,0,2,12,10,0,26,2,1,.172,.230,.238,.468,0.95
Buddy Kennedy,671083,MLB Career,-,-,40,107,11,22,32,3,2,1,13,12,0,29,0,0,.206,.293,.299,.592,0.66
Nolan Gorman,669357,MLB Career,-,-,208,689,103,160,313,30,0,41,111,81,1,251,8,2,.232,.317,.454,.771,0.55
Paul Goldschmidt,502671,MLB Career,-,-,1774,6520,1134,1909,3386,413,22,340,1122,1003,114,1706,158,35,.293,.388,.519,.907,0.96
Jose Fermin,665877,MLB Career,-,-,21,51,2,12,13,1,0,0,4,6,0,8,0,1,.235,.339,.255,.594,0.83
Tommy Edman,669242,MLB Career,-,-,596,2227,343,590,908,121,19,53,222,151,4,399,106,17,.265,.319,.408,.727,1.11
Brendan Donovan,680977,MLB Career,-,-,221,718,112,203,286,31,2,16,79,93,3,123,7,4,.283,.381,.398,.779,1.34
Luken Baker,663609,MLB Career,-,-,33,86,9,18,27,3,0,2,10,13,0,31,0,0,.209,.313,.314,.627,0.68
Nolan Arenado,571448,MLB Career,-,-,1528,5828,874,1669,3074,364,33,325,1061,505,74,953,26,21,.286,.343,.527,.870,0.69
Ivan Herrera,671056,MLB Career,-,-,24,55,6,13,15,2,0,0,5,7,0,19,0,0,.236,.338,.273,.611,1.08
Willson Contreras,575929,MLB Career,-,-,859,2909,408,749,1340,160,10,137,432,330,8,797,28,20,.257,.350,.461,.811,1.49
Byron Buxton,621439,MLB Career,-,-,670,2259,364,540,1057,130,21,115,297,173,5,731,86,10,.239,.300,.468,.768,0.69
Matt Wallner,670242,MLB Career,-,-,94,270,46,66,130,14,1,16,51,34,2,105,3,1,.244,.361,.481,.842,0.74
Trevor Larnach,663616,MLB Career,-,-,188,603,77,134,232,32,3,20,86,76,2,233,2,1,.222,.315,.385,.700,0.97
Alex Kirilloff,666135,MLB Career,-,-,192,640,72,166,268,32,2,22,96,47,3,168,2,1,.259,.319,.419,.738,1.26
Max Kepler,596146,MLB Career,-,-,967,3393,511,800,1473,184,15,153,466,390,11,709,34,16,.236,.319,.434,.753,0.83
Nick Gordon,624503,MLB Career,-,-,245,696,77,174,273,42,6,15,80,32,1,171,16,5,.250,.293,.392,.685,1.05
Willi Castro,650489,MLB Career,-,-,427,1365,194,339,531,61,16,33,135,85,2,362,51,15,.248,.305,.389,.694,0.93
Jorge Polanco,593871,MLB Career,-,-,832,3156,443,849,1406,181,20,112,447,305,4,641,51,29,.269,.334,.446,.780,0.63
Jose Miranda,669304,MLB Career,-,-,165,586,57,149,232,29,0,18,79,37,0,115,1,1,.254,.310,.396,.706,0.97
Royce Lewis,668904,MLB Career,-,-,70,257,41,79,141,11,0,17,57,21,0,60,6,1,.307,.364,.549,.913,0.66
Edouard Julien,666397,MLB Career,-,-,109,338,60,89,155,16,1,16,37,64,0,128,3,0,.263,.381,.459,.840,2.13
Kyle Farmer,571657,MLB Career,-,-,600,1680,195,428,665,75,6,50,229,98,3,372,13,11,.255,.312,.396,.708,0.90
Carlos Correa,621043,MLB Career,-,-,1023,3860,568,1051,1807,215,11,173,618,467,24,912,33,9,.272,.351,.468,.819,1.11
Christian Vazquez,543877,MLB Career,-,-,835,2760,317,709,1042,140,5,61,308,188,7,556,29,16,.257,.306,.378,.684,1.10
Ryan Jeffers,680777,MLB Career,-,-,274,820,104,191,348,35,4,38,112,83,1,282,3,3,.233,.315,.424,.739,0.82
Jack Suwinski,669261,MLB Career,-,-,250,773,108,166,337,32,2,45,112,116,3,286,17,4,.215,.322,.436,.758,0.66
Canaan Smith Njigba,675986,MLB Career,-,-,18,37,4,5,9,2,1,0,5,5,0,16,1,0,.135,.250,.243,.493,3.25
Bryan Reynolds,668804,MLB Career,-,-,638,2351,359,651,1119,128,23,98,323,251,17,576,28,9,.277,.354,.476,.830,1.09
Joshua Palacios,641943,MLB Career,-,-,133,329,41,76,121,11,2,10,46,16,0,82,6,0,.231,.276,.368,.644,1.38
Connor Joe,656582,MLB Career,-,-,315,1011,143,250,404,60,8,26,105,132,0,253,9,7,.247,.343,.400,.743,0.83
Henry Davis,680779,MLB Career,-,-,62,225,27,48,79,10,0,7,24,25,2,69,3,5,.213,.302,.351,.653,0.85
Alika Williams,675961,MLB Career,-,-,46,101,7,20,25,5,0,0,6,9,0,35,0,0,.198,.270,.248,.518,1.24
Jared Triolo,669707,MLB Career,-,-,54,181,30,54,72,9,0,3,21,24,0,63,6,1,.298,.388,.398,.786,1.03
Liover Peguero,678894,MLB Career,-,-,60,201,21,48,75,4,1,7,26,12,0,69,6,2,.239,.284,.373,.657,1.42
Ke Bryan Hayes,663647,MLB Career,-,-,380,1446,186,382,591,82,14,33,151,116,3,333,40,12,.264,.320,.409,.729,1.13
Nick Gonzales,693304,MLB Career,-,-,35,115,12,24,40,8,1,2,13,6,0,36,0,1,.209,.268,.348,.616,2.05
Oneil Cruz,665833,MLB Career,-,-,98,372,54,88,167,14,4,19,61,35,1,138,13,4,.237,.302,.449,.751,1.35
Ji Hwan Bae,678225,MLB Career,-,-,121,367,59,88,118,20,2,2,38,32,0,98,27,9,.240,.306,.322,.628,2.00
Endy Rodriguez,682848,MLB Career,-,-,57,186,27,41,61,7,2,3,13,17,0,49,0,0,.220,.284,.328,.612,0.70
